repeat,fold,model,n_all,events_all,cindex_all,n_ct,events_ct,cindex_ct,n_mr,events_mr,cindex_mr
1,0,imagenet50_ensemble_raw50,43,13,0.6407185628742516,37,11,0.65,6,2,0.7142857142857143
1,0,imagenet50_ensemble_train_z50,43,13,0.6467065868263473,37,11,0.65,6,2,0.7142857142857143
1,0,radimagenet50_mamba,43,13,0.8652694610778443,37,11,0.9,6,2,1.0
1,0,radimagenet50_attention,43,13,0.8353293413173652,37,11,0.8666666666666667,6,2,0.7142857142857143
1,0,radimagenet50_ensemble_train_percentile50,43,13,0.8622754491017964,37,11,0.875,6,2,1.0
1,0,radimagenet50_ensemble_raw50,43,13,0.8652694610778443,37,11,0.8875,6,2,1.0
1,0,radimagenet50_ensemble_train_z50,43,13,0.8622754491017964,37,11,0.8833333333333333,6,2,1.0
1,1,imagenet50_mamba,43,13,0.5507246376811594,40,12,0.5501730103806228,3,1,0.0
1,1,imagenet50_attention,43,13,0.5768115942028985,40,12,0.5640138408304498,3,1,0.5
1,1,imagenet50_ensemble_train_percentile50,43,13,0.5579710144927537,40,12,0.5519031141868512,3,1,0.5
1,1,imagenet50_ensemble_raw50,43,13,0.5507246376811594,40,12,0.5397923875432526,3,1,0.5
1,1,imagenet50_ensemble_train_z50,43,13,0.5507246376811594,40,12,0.5397923875432526,3,1,0.5
1,1,radimagenet50_mamba,43,13,0.5855072463768116,40,12,0.5951557093425606,3,1,0.0
1,1,radimagenet50_attention,43,13,0.6231884057971014,40,12,0.6193771626297578,3,1,0.5
1,1,radimagenet50_ensemble_train_percentile50,43,13,0.5942028985507246,40,12,0.5986159169550173,3,1,0.0
1,1,radimagenet50_ensemble_raw50,43,13,0.5971014492753624,40,12,0.6020761245674741,3,1,0.0
1,1,radimagenet50_ensemble_train_z50,43,13,0.591304347826087,40,12,0.5951557093425606,3,1,0.0
1,2,imagenet50_mamba,43,13,0.6428571428571429,38,10,0.6666666666666666,5,3,0.4
1,2,imagenet50_attention,43,13,0.6127819548872181,38,10,0.6421568627450981,5,3,0.4
1,2,imagenet50_ensemble_train_percentile50,43,13,0.6240601503759399,38,10,0.6568627450980392,5,3,0.4
1,2,imagenet50_ensemble_raw50,43,13,0.6165413533834586,38,10,0.6470588235294118,5,3,0.4
1,2,imagenet50_ensemble_train_z50,43,13,0.6203007518796992,38,10,0.6519607843137255,5,3,0.4
1,2,radimagenet50_mamba,43,13,0.7406015037593985,38,10,0.8088235294117647,5,3,0.4
1,2,radimagenet50_attention,43,13,0.7330827067669173,38,10,0.8137254901960784,5,3,0.4
1,2,radimagenet50_ensemble_train_percentile50,43,13,0.7406015037593985,38,10,0.8137254901960784,5,3,0.4
1,2,radimagenet50_ensemble_raw50,43,13,0.7330827067669173,38,10,0.8137254901960784,5,3,0.4
1,2,radimagenet50_ensemble_train_z50,43,13,0.7293233082706767,38,10,0.8137254901960784,5,3,0.4
1,3,imagenet50_mamba,43,13,0.6725978647686833,36,11,0.6844919786096256,7,2,0.6363636363636364
1,3,imagenet50_attention,43,13,0.6334519572953736,36,11,0.6363636363636364,7,2,0.6363636363636364
1,3,imagenet50_ensemble_train_percentile50,43,13,0.6512455516014235,36,11,0.6818181818181818,7,2,0.5909090909090909
1,3,imagenet50_ensemble_raw50,43,13,0.6583629893238434,36,11,0.6844919786096256,7,2,0.6363636363636364
1,3,imagenet50_ensemble_train_z50,43,13,0.6583629893238434,36,11,0.679144385026738,7,2,0.6363636363636364
1,3,radimagenet50_mamba,43,13,0.6120996441281139,36,11,0.6524064171122995,7,2,0.5454545454545454
1,3,radimagenet50_attention,43,13,0.6120996441281139,36,11,0.6470588235294118,7,2,0.5454545454545454
1,3,radimagenet50_ensemble_train_percentile50,43,13,0.6138790035587188,36,11,0.6497326203208557,7,2,0.5454545454545454
1,3,radimagenet50_ensemble_raw50,43,13,0.6120996441281139,36,11,0.6470588235294118,7,2,0.5454545454545454
1,3,radimagenet50_ensemble_train_z50,43,13,0.6120996441281139,36,11,0.6470588235294118,7,2,0.5454545454545454
1,4,imagenet50_mamba,42,12,0.7492354740061162,39,9,0.7837837837837838,3,3,1.0
1,4,imagenet50_attention,42,12,0.7400611620795107,39,9,0.7342342342342343,3,3,1.0
1,4,imagenet50_ensemble_train_percentile50,42,12,0.7553516819571865,39,9,0.7657657657657657,3,3,1.0
1,4,imagenet50_ensemble_raw50,42,12,0.7584097859327217,39,9,0.7747747747747747,3,3,1.0
1,4,imagenet50_ensemble_train_z50,42,12,0.7522935779816514,39,9,0.7612612612612613,3,3,1.0
1,4,radimagenet50_mamba,42,12,0.7828746177370031,39,9,0.7522522522522522,3,3,0.6666666666666666
1,4,radimagenet50_attention,42,12,0.8134556574923547,39,9,0.7657657657657657,3,3,0.6666666666666666
1,4,radimagenet50_ensemble_train_percentile50,42,12,0.8012232415902141,39,9,0.7567567567567568,3,3,0.6666666666666666
1,4,radimagenet50_ensemble_raw50,42,12,0.7951070336391437,39,9,0.7477477477477478,3,3,0.6666666666666666
1,4,radimagenet50_ensemble_train_z50,42,12,0.7981651376146789,39,9,0.7522522522522522,3,3,0.6666666666666666
2,0,imagenet50_mamba,43,13,0.7032258064516129,39,12,0.7091633466135459,4,1,0.6666666666666666
2,0,imagenet50_attention,43,13,0.7193548387096774,39,12,0.7131474103585658,4,1,1.0
2,0,imagenet50_ensemble_train_percentile50,43,13,0.7129032258064516,39,12,0.7131474103585658,4,1,0.6666666666666666
2,0,imagenet50_ensemble_raw50,43,13,0.7193548387096774,39,12,0.7171314741035857,4,1,1.0
2,0,imagenet50_ensemble_train_z50,43,13,0.7225806451612903,39,12,0.7211155378486056,4,1,1.0
2,0,radimagenet50_mamba,43,13,0.6419354838709678,39,12,0.6653386454183267,4,1,0.6666666666666666
2,0,radimagenet50_attention,43,13,0.7258064516129032,39,12,0.7250996015936255,4,1,1.0
2,0,radimagenet50_ensemble_train_percentile50,43,13,0.7096774193548387,39,12,0.7091633466135459,4,1,1.0
2,0,radimagenet50_ensemble_raw50,43,13,0.7,39,12,0.7131474103585658,4,1,1.0
2,0,radimagenet50_ensemble_train_z50,43,13,0.7,39,12,0.7131474103585658,4,1,1.0
2,1,imagenet50_mamba,43,13,0.69,41,11,0.6458333333333334,2,2,1.0
2,1,imagenet50_attention,43,13,0.6733333333333333,41,11,0.625,2,2,1.0
2,1,imagenet50_ensemble_train_percentile50,43,13,0.6866666666666666,41,11,0.6416666666666667,2,2,1.0
2,1,imagenet50_ensemble_raw50,43,13,0.69,41,11,0.6458333333333334,2,2,1.0
2,1,imagenet50_ensemble_train_z50,43,13,0.69,41,11,0.6458333333333334,2,2,1.0
2,1,radimagenet50_mamba,43,13,0.6633333333333333,41,11,0.6958333333333333,2,2,1.0
2,1,radimagenet50_attention,43,13,0.7333333333333333,41,11,0.7125,2,2,1.0
2,1,radimagenet50_ensemble_train_percentile50,43,13,0.7066666666666667,41,11,0.7,2,2,1.0
2,1,radimagenet50_ensemble_raw50,43,13,0.7,41,11,0.7,2,2,1.0
2,1,radimagenet50_ensemble_train_z50,43,13,0.7066666666666667,41,11,0.7,2,2,1.0
2,2,imagenet50_mamba,43,13,0.7214484679665738,40,11,0.6993006993006993,3,2,0.6666666666666666
2,2,imagenet50_attention,43,13,0.754874651810585,40,11,0.7517482517482518,3,2,0.6666666666666666
2,2,imagenet50_ensemble_train_percentile50,43,13,0.7506963788300836,40,11,0.7395104895104895,3,2,0.6666666666666666
2,2,imagenet50_ensemble_raw50,43,13,0.7437325905292479,40,11,0.7237762237762237,3,2,0.6666666666666666
2,2,imagenet50_ensemble_train_z50,43,13,0.7437325905292479,40,11,0.7307692307692307,3,2,0.6666666666666666
2,2,radimagenet50_mamba,43,13,0.7437325905292479,40,11,0.7447552447552448,3,2,0.6666666666666666
2,2,radimagenet50_attention,43,13,0.7632311977715878,40,11,0.7692307692307693,3,2,0.6666666666666666
2,2,radimagenet50_ensemble_train_percentile50,43,13,0.745125348189415,40,11,0.756993006993007,3,2,0.6666666666666666
2,2,radimagenet50_ensemble_raw50,43,13,0.7437325905292479,40,11,0.7552447552447552,3,2,0.6666666666666666
2,2,radimagenet50_ensemble_train_z50,43,13,0.7493036211699164,40,11,0.7587412587412588,3,2,0.6666666666666666
2,3,imagenet50_mamba,43,13,0.7109144542772862,34,10,0.7157360406091371,9,3,0.7647058823529411
2,3,imagenet50_attention,43,13,0.6519174041297935,34,10,0.6802030456852792,9,3,0.5882352941176471
2,3,imagenet50_ensemble_train_percentile50,43,13,0.6887905604719764,34,10,0.7030456852791879,9,3,0.6470588235294118
2,3,imagenet50_ensemble_raw50,43,13,0.6814159292035398,34,10,0.6852791878172588,9,3,0.6470588235294118
2,3,imagenet50_ensemble_train_z50,43,13,0.6814159292035398,34,10,0.6852791878172588,9,3,0.6470588235294118
2,3,radimagenet50_mamba,43,13,0.6489675516224189,34,10,0.7563451776649747,9,3,0.35294117647058826
2,3,radimagenet50_attention,43,13,0.7020648967551623,34,10,0.7461928934010152,9,3,0.7058823529411765
2,3,radimagenet50_ensemble_train_percentile50,43,13,0.6873156342182891,34,10,0.7563451776649747,9,3,0.47058823529411764
2,3,radimagenet50_ensemble_raw50,43,13,0.696165191740413,34,10,0.7614213197969543,9,3,0.5882352941176471
2,3,radimagenet50_ensemble_train_z50,43,13,0.6784660766961652,34,10,0.751269035532995,9,3,0.47058823529411764
2,4,imagenet50_mamba,42,12,0.5221238938053098,36,9,0.5364238410596026,6,3,0.3333333333333333
2,4,imagenet50_attention,42,12,0.5265486725663717,36,9,0.5695364238410596,6,3,0.3333333333333333
2,4,imagenet50_ensemble_train_percentile50,42,12,0.5243362831858407,36,9,0.5463576158940397,6,3,0.3333333333333333
2,4,imagenet50_ensemble_raw50,42,12,0.5265486725663717,36,9,0.5496688741721855,6,3,0.3333333333333333
2,4,imagenet50_ensemble_train_z50,42,12,0.5398230088495575,36,9,0.5695364238410596,6,3,0.3333333333333333
2,4,radimagenet50_mamba,42,12,0.47345132743362833,36,9,0.5099337748344371,6,3,0.0
2,4,radimagenet50_attention,42,12,0.48672566371681414,36,9,0.543046357615894,6,3,0.0
2,4,radimagenet50_ensemble_train_percentile50,42,12,0.4911504424778761,36,9,0.5364238410596026,6,3,0.0
2,4,radimagenet50_ensemble_raw50,42,12,0.5,36,9,0.5496688741721855,6,3,0.0
2,4,radimagenet50_ensemble_train_z50,42,12,0.5,36,9,0.5496688741721855,6,3,0.0
