candidate,reference,mean_delta_across_repeats,ci95_lo,ci95_hi,bootstrap_p,n_bootstrap
vision_moments,vision_mean,0.17973950795947904,0.0747047318927571,0.279964946877123,0.0008,5000
fusion_moments,fusion_mean,0.025759768451519525,-0.005998109848096621,0.059936806488530565,0.116,5000
fusion_moments,tabular,0.006078147612156281,-0.037217324722018774,0.053954374135757856,0.768,5000
fusion_moments,vision_moments,0.029377713458755415,-0.04887079605515698,0.10317077860236108,0.458,5000
fusion_bimodal_moments,fusion_moments,0.006512301013024602,-0.007525844905259267,0.02093868294045785,0.3804,5000
fusion_bimodal_moments,tabular,0.012590448625180883,-0.02376708453033867,0.05426585031419117,0.5192,5000
fusion_bimodal_moments,vision_moments,0.035890014471780016,-0.04716536545208016,0.11292993614330007,0.3732,5000
