model,repeat,mean_fold_cindex
adapted,0,0.778294850619656
adapted,1,0.6599867724867725
adapted,2,0.7101136363636364
frozen,0,0.7647855642071437
frozen,1,0.603207671957672
frozen,2,0.6716666666666666
