candidate,reference,delta,ci95_lo,ci95_hi,bootstrap_p,n_bootstrap,p_holm_within_run
renal_letterbox,renal_crop,0.03755510170832732,-0.053747225183686444,0.13847759450292935,0.4068,5000,0.4256
renal_letterbox,full,-0.08212175563213753,-0.20387616760695093,0.0490540712982938,0.2128,5000,0.4256
