model,repeat,mean_fold_cindex
dinov2,0,0.7912886372063236
dinov2,1,0.7578373015873016
dinov2,2,0.8254166666666667
resnet18,0,0.8772847496095549
resnet18,1,0.7811177248677248
resnet18,2,0.726780303030303
