model,repeat,mean_fold_cindex
full,0,0.8104290963022887
full,1,0.7961970899470899
full,2,0.741969696969697
full_moments,0,0.8007433624341299
full_moments,1,0.8138888888888889
full_moments,2,0.7831439393939394
renal_crop,0,0.7339279333940067
renal_crop,1,0.712202380952381
renal_crop,2,0.7567424242424242
renal_crop_moments,0,0.7105493196705656
renal_crop_moments,1,0.7472883597883598
renal_crop_moments,2,0.7010984848484849
