model,repeat,mean_fold_cindex
full_adapted,0,0.8473857597105651
full_adapted,1,0.769973544973545
full_adapted,2,0.7624242424242424
full_cox,0,0.8104290963022887
full_cox,1,0.7961970899470899
full_cox,2,0.741969696969697
full_mamba,0,0.8625817687441714
full_mamba,1,0.8241402116402117
full_mamba,2,0.7693181818181818
