candidate,reference,delta,ci95_lo,ci95_hi,bootstrap_p,n_bootstrap,p_holm_within_run
full_adapted,full_mamba,-0.025418871698070777,-0.1004294852463297,0.04870278915080438,0.5132,5000,1.0
full_adapted,full_cox,0.01039588796309221,-0.07046606217442686,0.10213193164430544,0.7616,5000,1.0
