model,repeat,mean_fold_cindex
full,0,0.8625817687441714
full,1,0.8241402116402117
full,2,0.7693181818181818
renal_crop,0,0.7177148571364367
renal_crop,1,0.6936507936507936
renal_crop,2,0.6856439393939394
renal_slices,0,0.861584701295491
renal_slices,1,0.8235119047619047
renal_slices,2,0.7873863636363636
