candidate,reference,delta,ci95_lo,ci95_hi,bootstrap_p,n_bootstrap,p_holm_within_run
renal_crop,full,-0.11967685734046485,-0.22864079437298054,-0.012750186179167594,0.0344,5000,0.0688
renal_slices,full,0.005480935830398215,-0.06391402470635964,0.06386423919847377,0.8504,5000,0.8504
renal_crop,renal_slices,-0.12515779317086306,-0.22076856360270766,-0.02805796687226991,0.0124,5000,0.0372
