repeat,fold,model,n_all,events_all,cindex_all,n_ct,events_ct,cindex_ct,n_mr,events_mr,cindex_mr
1,3,single_ensemble_train_percentile50,43,13,0.693950177935943,36,11,0.6951871657754011,7,2,0.7272727272727273
1,3,single_ensemble_raw50,43,13,0.7330960854092526,36,11,0.7272727272727273,7,2,0.8181818181818182
1,3,single_ensemble_train_z50,43,13,0.701067615658363,36,11,0.7005347593582888,7,2,0.7272727272727273
1,3,multiwindow_mamba,43,13,0.697508896797153,36,11,0.7112299465240641,7,2,0.7272727272727273
1,3,multiwindow_attention,43,13,0.6405693950177936,36,11,0.679144385026738,7,2,0.36363636363636365
1,3,multiwindow_ensemble_train_percentile50,43,13,0.6779359430604982,36,11,0.6951871657754011,7,2,0.5909090909090909
1,3,multiwindow_ensemble_raw50,43,13,0.6761565836298933,36,11,0.6951871657754011,7,2,0.5454545454545454
1,3,multiwindow_ensemble_train_z50,43,13,0.6725978647686833,36,11,0.6898395721925134,7,2,0.5454545454545454
1,4,single_mamba,42,12,0.8165137614678899,39,9,0.8288288288288288,3,3,0.6666666666666666
1,4,single_attention,42,12,0.8409785932721713,39,9,0.8288288288288288,3,3,0.6666666666666666
1,4,single_ensemble_train_percentile50,42,12,0.8440366972477065,39,9,0.8333333333333334,3,3,0.6666666666666666
1,4,single_ensemble_raw50,42,12,0.8470948012232415,39,9,0.8378378378378378,3,3,0.6666666666666666
1,4,single_ensemble_train_z50,42,12,0.8470948012232415,39,9,0.8378378378378378,3,3,0.6666666666666666
1,4,multiwindow_mamba,42,12,0.8073394495412844,39,9,0.7792792792792793,3,3,0.6666666666666666
1,4,multiwindow_attention,42,12,0.8348623853211009,39,9,0.8063063063063063,3,3,0.6666666666666666
1,4,multiwindow_ensemble_train_percentile50,42,12,0.8379204892966361,39,9,0.8153153153153153,3,3,0.6666666666666666
1,4,multiwindow_ensemble_raw50,42,12,0.8379204892966361,39,9,0.8153153153153153,3,3,0.6666666666666666
1,4,multiwindow_ensemble_train_z50,42,12,0.8379204892966361,39,9,0.8153153153153153,3,3,0.6666666666666666
2,0,single_mamba,43,13,0.6870967741935484,39,12,0.6892430278884463,4,1,1.0
2,0,single_attention,43,13,0.7161290322580646,39,12,0.7330677290836654,4,1,1.0
2,0,single_ensemble_train_percentile50,43,13,0.7112903225806452,39,12,0.7231075697211156,4,1,1.0
2,0,single_ensemble_raw50,43,13,0.6967741935483871,39,12,0.701195219123506,4,1,1.0
2,0,single_ensemble_train_z50,43,13,0.7032258064516129,39,12,0.7091633466135459,4,1,1.0
2,0,multiwindow_mamba,43,13,0.7193548387096774,39,12,0.7290836653386454,4,1,1.0
2,0,multiwindow_attention,43,13,0.7290322580645161,39,12,0.7410358565737052,4,1,1.0
2,0,multiwindow_ensemble_train_percentile50,43,13,0.7290322580645161,39,12,0.7370517928286853,4,1,1.0
