model,repeat,mean_fold_cindex
adapted,0,0.8835770384602422
adapted,1,0.816468253968254
adapted,2,0.7597727272727273
frozen,0,0.8724659273491309
frozen,1,0.8153108465608465
frozen,2,0.7440151515151514
