model,repeat,fold,inner,epoch,train_loss,validation_cindex
frozen,0,0,2,6,2.770059108734131,0.7142857142857143
frozen,0,0,2,7,2.7681310176849365,0.7321428571428571
frozen,0,0,2,8,2.766204595565796,0.75
frozen,0,0,2,9,2.764280080795288,0.7678571428571429
frozen,0,0,2,10,2.7623579502105713,0.7678571428571429
frozen,0,0,2,11,2.760437250137329,0.7678571428571429
frozen,0,0,2,12,2.758519172668457,0.7857142857142857
frozen,0,0,2,13,2.7566025257110596,0.7857142857142857
frozen,0,0,2,14,2.7546885013580322,0.7857142857142857
frozen,0,0,2,15,2.7527761459350586,0.7857142857142857
frozen,0,0,2,16,2.750865936279297,0.7857142857142857
frozen,0,0,2,17,2.748957872390747,0.7857142857142857
frozen,0,0,2,18,2.7470521926879883,0.7857142857142857
frozen,0,0,2,19,2.745148181915283,0.7857142857142857
frozen,0,0,2,20,2.7432470321655273,0.7857142857142857
frozen,0,0,2,21,2.741347551345825,0.7857142857142857
frozen,0,0,2,22,2.739450216293335,0.7857142857142857
frozen,0,0,2,23,2.7375552654266357,0.7857142857142857
frozen,0,0,2,24,2.7356626987457275,0.7857142857142857
frozen,0,0,2,25,2.7337722778320312,0.7857142857142857
frozen,0,0,2,26,2.731884002685547,0.7678571428571429
frozen,0,0,2,27,2.7299981117248535,0.7678571428571429
adapted,0,0,0,1,2.8615641593933105,0.4827586206896552
adapted,0,0,0,2,2.8565280437469482,0.5517241379310345
adapted,0,0,0,3,2.8515541553497314,0.5862068965517241
adapted,0,0,0,4,2.8465962409973145,0.6206896551724138
adapted,0,0,0,5,2.84159517288208,0.6896551724137931
adapted,0,0,0,6,2.8365015983581543,0.7068965517241379
adapted,0,0,0,7,2.831263780593872,0.7241379310344828
adapted,0,0,0,8,2.8258302211761475,0.7413793103448276
adapted,0,0,0,9,2.8201639652252197,0.7413793103448276
adapted,0,0,0,10,2.814222812652588,0.7586206896551724
adapted,0,0,0,11,2.8079710006713867,0.7586206896551724
adapted,0,0,0,12,2.8013763427734375,0.7413793103448276
adapted,0,0,0,13,2.794400215148926,0.7413793103448276
adapted,0,0,0,14,2.787022352218628,0.7241379310344828
adapted,0,0,0,15,2.7792067527770996,0.7413793103448276
adapted,0,0,0,16,2.770923614501953,0.7413793103448276
adapted,0,0,0,17,2.7621474266052246,0.7413793103448276
adapted,0,0,0,18,2.752854824066162,0.7413793103448276
adapted,0,0,0,19,2.7430241107940674,0.7586206896551724
adapted,0,0,0,20,2.7326552867889404,0.7586206896551724
adapted,0,0,0,21,2.7217092514038086,0.7586206896551724
adapted,0,0,0,22,2.710183620452881,0.7586206896551724
adapted,0,0,0,23,2.6980652809143066,0.7586206896551724
adapted,0,0,0,24,2.6853432655334473,0.7586206896551724
adapted,0,0,0,25,2.6720049381256104,0.7586206896551724
adapted,0,0,1,1,3.016188859939575,0.40540540540540543
adapted,0,0,1,2,3.0121917724609375,0.5405405405405406
adapted,0,0,1,3,3.008190870285034,0.7297297297297297
adapted,0,0,1,4,3.0041463375091553,0.8378378378378378
adapted,0,0,1,5,3.0000245571136475,0.918918918918919
adapted,0,0,1,6,2.9957847595214844,0.918918918918919
adapted,0,0,1,7,2.991398811340332,0.9459459459459459
adapted,0,0,1,8,2.9868319034576416,0.9459459459459459
adapted,0,0,1,9,2.9820516109466553,0.9459459459459459
adapted,0,0,1,10,2.977027177810669,0.9459459459459459
adapted,0,0,1,11,2.971724033355713,0.918918918918919
adapted,0,0,1,12,2.9661123752593994,0.918918918918919
adapted,0,0,1,13,2.960164785385132,0.918918918918919
adapted,0,0,1,14,2.953857421875,0.918918918918919
adapted,0,0,1,15,2.947167158126831,0.918918918918919
adapted,0,0,1,16,2.9400618076324463,0.918918918918919
adapted,0,0,1,17,2.932527780532837,0.918918918918919
adapted,0,0,1,18,2.9245407581329346,0.918918918918919
adapted,0,0,1,19,2.916076421737671,0.918918918918919
adapted,0,0,1,20,2.9071240425109863,0.918918918918919
adapted,0,0,1,21,2.8976564407348633,0.918918918918919
adapted,0,0,1,22,2.8876657485961914,0.918918918918919
adapted,0,0,2,1,2.7797281742095947,0.6607142857142857
adapted,0,0,2,2,2.775324821472168,0.7321428571428571
adapted,0,0,2,3,2.7709431648254395,0.7857142857142857
adapted,0,0,2,4,2.766538143157959,0.7678571428571429
adapted,0,0,2,5,2.7620656490325928,0.75
adapted,0,0,2,6,2.7574820518493652,0.75
adapted,0,0,2,7,2.752746343612671,0.75
adapted,0,0,2,8,2.7478156089782715,0.75
adapted,0,0,2,9,2.7426507472991943,0.75
adapted,0,0,2,10,2.7372207641601562,0.75
adapted,0,0,2,11,2.731484889984131,0.75
adapted,0,0,2,12,2.725409507751465,0.75
adapted,0,0,2,13,2.7189650535583496,0.75
adapted,0,0,2,14,2.7121126651763916,0.75
adapted,0,0,2,15,2.7048251628875732,0.75
adapted,0,0,2,16,2.697082281112671,0.75
adapted,0,0,2,17,2.688854455947876,0.75
adapted,0,0,2,18,2.6801164150238037,0.7678571428571429
adapted,0,0,2,19,2.670846462249756,0.7857142857142857
adapted,0,0,2,20,2.661034107208252,0.7857142857142857
frozen,0,1,0,1,3.1208672523498535,0.17391304347826086
frozen,0,1,0,2,3.1193275451660156,0.2391304347826087
frozen,0,1,0,3,3.1177897453308105,0.30434782608695654
frozen,0,1,0,4,3.11625337600708,0.3695652173913043
frozen,0,1,0,5,3.1147189140319824,0.5434782608695652
frozen,0,1,0,6,3.1131856441497803,0.6739130434782609
frozen,0,1,0,7,3.111654281616211,0.7608695652173914
frozen,0,1,0,8,3.1101245880126953,0.7608695652173914
frozen,0,1,0,9,3.108596086502075,0.7391304347826086
frozen,0,1,0,10,3.107069730758667,0.782608695652174
frozen,0,1,0,11,3.1055452823638916,0.8043478260869565
frozen,0,1,0,12,3.104022264480591,0.8478260869565217
frozen,0,1,0,13,3.1025009155273438,0.8695652173913043
frozen,0,1,0,14,3.1009814739227295,0.8695652173913043
frozen,0,1,0,15,3.099463701248169,0.8695652173913043
frozen,0,1,0,16,3.097947835922241,0.8913043478260869
frozen,0,1,0,17,3.096433639526367,0.8913043478260869
frozen,0,1,0,18,3.094921588897705,0.8913043478260869
frozen,0,1,0,19,3.093411445617676,0.8913043478260869
frozen,0,1,0,20,3.0919029712677,0.8913043478260869
frozen,0,1,0,21,3.0903964042663574,0.8913043478260869
frozen,0,1,0,22,3.0888915061950684,0.9130434782608695
frozen,0,1,0,23,3.087388753890991,0.9130434782608695
frozen,0,1,0,24,3.085888147354126,0.9130434782608695
frozen,0,1,0,25,3.0843889713287354,0.9130434782608695
frozen,0,1,0,26,3.0828919410705566,0.9130434782608695
frozen,0,1,0,27,3.0813968181610107,0.9130434782608695
frozen,0,1,0,28,3.0799038410186768,0.9130434782608695
frozen,0,1,0,29,3.0784125328063965,0.9130434782608695
frozen,0,1,0,30,3.0769236087799072,0.9130434782608695
frozen,0,1,0,31,3.0754361152648926,0.9130434782608695
frozen,0,1,0,32,3.07395076751709,0.9130434782608695
frozen,0,1,0,33,3.072467565536499,0.9130434782608695
frozen,0,1,0,34,3.070986032485962,0.9130434782608695
frozen,0,1,0,35,3.069506883621216,0.9130434782608695
frozen,0,1,0,36,3.0680294036865234,0.9130434782608695
frozen,0,1,0,37,3.066554307937622,0.8913043478260869
frozen,0,1,1,1,2.789945363998413,0.6307692307692307
frozen,0,1,1,2,2.7877957820892334,0.6461538461538462
frozen,0,1,1,3,2.7856497764587402,0.7076923076923077
frozen,0,1,1,4,2.783506155014038,0.6923076923076923
frozen,0,1,1,5,2.781365394592285,0.6923076923076923
frozen,0,1,1,6,2.7792279720306396,0.6923076923076923
frozen,0,1,1,7,2.777092695236206,0.6923076923076923
frozen,0,1,1,8,2.774960994720459,0.6923076923076923
frozen,0,1,1,9,2.772831916809082,0.6923076923076923
frozen,0,1,1,10,2.7707059383392334,0.6923076923076923
frozen,0,1,1,11,2.768583059310913,0.6923076923076923
frozen,0,1,1,12,2.766463279724121,0.6923076923076923
frozen,0,1,1,13,2.7643468379974365,0.7076923076923077
frozen,0,1,1,14,2.762233257293701,0.7076923076923077
frozen,0,1,1,15,2.7601232528686523,0.7076923076923077
frozen,0,1,1,16,2.7580161094665527,0.7076923076923077
frozen,0,1,1,17,2.7559127807617188,0.7076923076923077
frozen,0,1,1,18,2.753812551498413,0.7076923076923077
frozen,0,1,1,19,2.7517151832580566,0.7076923076923077
frozen,0,1,1,20,2.749621629714966,0.7076923076923077
frozen,0,1,2,1,3.003596305847168,0.25
frozen,0,1,2,2,3.0017731189727783,0.3541666666666667
frozen,0,1,2,3,2.999952793121338,0.4166666666666667
frozen,0,1,2,4,2.9981348514556885,0.4791666666666667
frozen,0,1,2,5,2.996319055557251,0.625
frozen,0,1,2,6,2.9945061206817627,0.6458333333333334
frozen,0,1,2,7,2.9926958084106445,0.6666666666666666
frozen,0,1,2,8,2.9908876419067383,0.6666666666666666
frozen,0,1,2,9,2.9890830516815186,0.7083333333333334
frozen,0,1,2,10,2.9872803688049316,0.75
frozen,0,1,2,11,2.985481023788452,0.75
frozen,0,1,2,12,2.9836843013763428,0.75
frozen,0,1,2,13,2.9818899631500244,0.75
frozen,0,1,2,14,2.9800987243652344,0.75
frozen,0,1,2,15,2.9783103466033936,0.75
frozen,0,1,2,16,2.976524591445923,0.75
frozen,0,1,2,17,2.9747421741485596,0.75
frozen,0,1,2,18,2.9729621410369873,0.7708333333333334
frozen,0,1,2,19,2.9711859226226807,0.7708333333333334
frozen,0,1,2,20,2.969412088394165,0.7708333333333334
frozen,0,1,2,21,2.9676413536071777,0.7708333333333334
frozen,0,1,2,22,2.9658734798431396,0.7916666666666666
frozen,0,1,2,23,2.964108467102051,0.7916666666666666
frozen,0,1,2,24,2.9623467922210693,0.7916666666666666
frozen,0,1,2,25,2.960588216781616,0.7916666666666666
frozen,0,1,2,26,2.9588325023651123,0.8125
frozen,0,1,2,27,2.9570798873901367,0.8125
frozen,0,1,2,28,2.9553298950195312,0.8125
frozen,0,1,2,29,2.9535834789276123,0.8125
frozen,0,1,2,30,2.9518396854400635,0.8125
frozen,0,1,2,31,2.950099229812622,0.8125
frozen,0,1,2,32,2.948361873626709,0.8125
frozen,0,1,2,33,2.946627616882324,0.8125
frozen,0,1,2,34,2.9448959827423096,0.8125
frozen,0,1,2,35,2.9431676864624023,0.8125
frozen,0,1,2,36,2.9414420127868652,0.8333333333333334
frozen,0,1,2,37,2.9397194385528564,0.8333333333333334
frozen,0,1,2,38,2.937999963760376,0.8333333333333334
frozen,0,1,2,39,2.9362833499908447,0.8333333333333334
frozen,0,1,2,40,2.9345703125,0.8333333333333334
frozen,0,1,2,41,2.9328596591949463,0.8333333333333334
frozen,0,1,2,42,2.931152105331421,0.8333333333333334
frozen,0,1,2,43,2.9294474124908447,0.8333333333333334
frozen,0,1,2,44,2.927745819091797,0.8333333333333334
frozen,0,1,2,45,2.926046848297119,0.8333333333333334
frozen,0,1,2,46,2.9243509769439697,0.8333333333333334
frozen,0,1,2,47,2.9226584434509277,0.8333333333333334
frozen,0,1,2,48,2.920968532562256,0.8333333333333334
frozen,0,1,2,49,2.9192817211151123,0.8333333333333334
frozen,0,1,2,50,2.9175972938537598,0.8333333333333334
frozen,0,1,2,51,2.9159162044525146,0.8333333333333334
adapted,0,1,0,1,3.1208672523498535,0.2391304347826087
adapted,0,1,0,2,3.1171834468841553,0.3695652173913043
adapted,0,1,0,3,3.1135571002960205,0.6304347826086957
adapted,0,1,0,4,3.109952926635742,0.717391304347826
adapted,0,1,0,5,3.1063292026519775,0.6956521739130435
adapted,0,1,0,6,3.1026458740234375,0.782608695652174
adapted,0,1,0,7,3.098869562149048,0.8260869565217391
adapted,0,1,0,8,3.0949668884277344,0.8913043478260869
adapted,0,1,0,9,3.0908970832824707,0.8913043478260869
adapted,0,1,0,10,3.08663272857666,0.8913043478260869
adapted,0,1,0,11,3.082144260406494,0.8913043478260869
adapted,0,1,0,12,3.077399969100952,0.8913043478260869
adapted,0,1,0,13,3.0723729133605957,0.8913043478260869
adapted,0,1,0,14,3.0670337677001953,0.9130434782608695
adapted,0,1,0,15,3.0613536834716797,0.9130434782608695
adapted,0,1,0,16,3.0553081035614014,0.9130434782608695
adapted,0,1,0,17,3.04887056350708,0.9130434782608695
adapted,0,1,0,18,3.0420167446136475,0.9130434782608695
adapted,0,1,0,19,3.034723997116089,0.9130434782608695
adapted,0,1,0,20,3.0269646644592285,0.9130434782608695
adapted,0,1,0,21,3.018716335296631,0.9130434782608695
adapted,0,1,0,22,3.009967088699341,0.9130434782608695
adapted,0,1,0,23,3.0006871223449707,0.9130434782608695
adapted,0,1,0,24,2.9908485412597656,0.9130434782608695
adapted,0,1,0,25,2.980433940887451,0.9130434782608695
adapted,0,1,0,26,2.9694361686706543,0.9130434782608695
adapted,0,1,0,27,2.9578287601470947,0.9130434782608695
adapted,0,1,0,28,2.945605754852295,0.9130434782608695
adapted,0,1,0,29,2.9327640533447266,0.9130434782608695
adapted,0,1,1,1,2.789945363998413,0.6615384615384615
adapted,0,1,1,2,2.7848398685455322,0.7076923076923077
adapted,0,1,1,3,2.7796506881713867,0.7076923076923077
adapted,0,1,1,4,2.774329662322998,0.7076923076923077
adapted,0,1,1,5,2.768841505050659,0.6923076923076923
adapted,0,1,1,6,2.7631471157073975,0.6923076923076923
adapted,0,1,1,7,2.757213592529297,0.7076923076923077
adapted,0,1,1,8,2.751009702682495,0.7230769230769231
adapted,0,1,1,9,2.7445013523101807,0.7384615384615385
adapted,0,1,1,10,2.737664222717285,0.7384615384615385
adapted,0,1,1,11,2.7304868698120117,0.7384615384615385
adapted,0,1,1,12,2.7229363918304443,0.7384615384615385
adapted,0,1,1,13,2.7149887084960938,0.7384615384615385
adapted,0,1,1,14,2.70662784576416,0.7384615384615385
adapted,0,1,1,15,2.69783878326416,0.7384615384615385
adapted,0,1,1,16,2.6886136531829834,0.7384615384615385
adapted,0,1,1,17,2.6789369583129883,0.7384615384615385
adapted,0,1,1,18,2.6687989234924316,0.7384615384615385
adapted,0,1,1,19,2.6581926345825195,0.7384615384615385
adapted,0,1,1,20,2.6471269130706787,0.7384615384615385
adapted,0,1,1,21,2.635603427886963,0.7384615384615385
adapted,0,1,1,22,2.623605251312256,0.7384615384615385
adapted,0,1,1,23,2.6111345291137695,0.7384615384615385
adapted,0,1,1,24,2.598202705383301,0.7384615384615385
adapted,0,1,2,1,3.003596305847168,0.3541666666666667
adapted,0,1,2,2,2.999441623687744,0.4791666666666667
adapted,0,1,2,3,2.995319128036499,0.625
adapted,0,1,2,4,2.991187810897827,0.6666666666666666
adapted,0,1,2,5,2.987002372741699,0.7083333333333334
adapted,0,1,2,6,2.9827263355255127,0.7291666666666666
adapted,0,1,2,7,2.9783196449279785,0.7291666666666666
adapted,0,1,2,8,2.9737420082092285,0.7291666666666666
adapted,0,1,2,9,2.9689552783966064,0.7291666666666666
adapted,0,1,2,10,2.963925361633301,0.7291666666666666
adapted,0,1,2,11,2.9586167335510254,0.7291666666666666
adapted,0,1,2,12,2.9530036449432373,0.7291666666666666
adapted,0,1,2,13,2.9470560550689697,0.75
adapted,0,1,2,14,2.9407427310943604,0.75
adapted,0,1,2,15,2.934042453765869,0.75
adapted,0,1,2,16,2.9269347190856934,0.75
adapted,0,1,2,17,2.91938853263855,0.75
adapted,0,1,2,18,2.9113852977752686,0.7916666666666666
adapted,0,1,2,19,2.9029109477996826,0.8125
adapted,0,1,2,20,2.893948793411255,0.8125
adapted,0,1,2,21,2.884493112564087,0.8125
adapted,0,1,2,22,2.8745226860046387,0.8125
adapted,0,1,2,23,2.86403751373291,0.8333333333333334
adapted,0,1,2,24,2.853023052215576,0.8333333333333334
adapted,0,1,2,25,2.8414955139160156,0.8333333333333334
adapted,0,1,2,26,2.8294320106506348,0.8333333333333334
adapted,0,1,2,27,2.816868782043457,0.8333333333333334
adapted,0,1,2,28,2.803767204284668,0.8333333333333334
adapted,0,1,2,29,2.7901418209075928,0.8333333333333334
adapted,0,1,2,30,2.7759993076324463,0.8333333333333334
adapted,0,1,2,31,2.761342763900757,0.8333333333333334
adapted,0,1,2,32,2.7461740970611572,0.8333333333333334
adapted,0,1,2,33,2.7304811477661133,0.8333333333333334
adapted,0,1,2,34,2.714285373687744,0.8333333333333334
adapted,0,1,2,35,2.6975722312927246,0.8333333333333334
adapted,0,1,2,36,2.680365800857544,0.8333333333333334
adapted,0,1,2,37,2.662675619125366,0.8333333333333334
adapted,0,1,2,38,2.644514560699463,0.8333333333333334
frozen,0,2,0,1,2.784588575363159,0.7419354838709677
frozen,0,2,0,2,2.7828526496887207,0.7903225806451613
frozen,0,2,0,3,2.7811193466186523,0.8064516129032258
frozen,0,2,0,4,2.7793891429901123,0.8064516129032258
frozen,0,2,0,5,2.7776618003845215,0.8225806451612904
frozen,0,2,0,6,2.775937557220459,0.8225806451612904
frozen,0,2,0,7,2.7742161750793457,0.8225806451612904
frozen,0,2,0,8,2.7724978923797607,0.8225806451612904
frozen,0,2,0,9,2.770782470703125,0.8225806451612904
frozen,0,2,0,10,2.7690703868865967,0.8387096774193549
frozen,0,2,0,11,2.7673611640930176,0.8387096774193549
frozen,0,2,0,12,2.765655040740967,0.8387096774193549
frozen,0,2,0,13,2.7639522552490234,0.8387096774193549
frozen,0,2,0,14,2.7622528076171875,0.8387096774193549
frozen,0,2,0,15,2.760556221008301,0.8387096774193549
frozen,0,2,0,16,2.7588627338409424,0.8387096774193549
frozen,0,2,0,17,2.7571723461151123,0.8387096774193549
frozen,0,2,0,18,2.7554855346679688,0.8387096774193549
frozen,0,2,0,19,2.7538020610809326,0.8387096774193549
frozen,0,2,0,20,2.7521214485168457,0.8387096774193549
frozen,0,2,0,21,2.7504444122314453,0.8387096774193549
frozen,0,2,0,22,2.748770236968994,0.8387096774193549
frozen,0,2,0,23,2.7470998764038086,0.8387096774193549
frozen,0,2,0,24,2.7454323768615723,0.8387096774193549
frozen,0,2,0,25,2.7437682151794434,0.8387096774193549
frozen,0,2,1,1,3.099806308746338,0.5
frozen,0,2,1,2,3.0979461669921875,0.5
frozen,0,2,1,3,3.096088171005249,0.7
frozen,0,2,1,4,3.0942323207855225,0.7
frozen,0,2,1,5,3.092378854751587,0.7666666666666667
frozen,0,2,1,6,3.090527296066284,0.8333333333333334
frozen,0,2,1,7,3.0886785984039307,0.8333333333333334
frozen,0,2,1,8,3.08683180809021,0.8
frozen,0,2,1,9,3.0849878787994385,0.8
frozen,0,2,1,10,3.083146095275879,0.8
frozen,0,2,1,11,3.0813066959381104,0.8
frozen,0,2,1,12,3.079469919204712,0.8
frozen,0,2,1,13,3.0776352882385254,0.8
frozen,0,2,1,14,3.0758039951324463,0.7666666666666667
frozen,0,2,1,15,3.073974609375,0.7666666666666667
frozen,0,2,1,16,3.072148084640503,0.7666666666666667
frozen,0,2,1,17,3.070323944091797,0.7666666666666667
frozen,0,2,1,18,3.06850266456604,0.7666666666666667
frozen,0,2,1,19,3.066683769226074,0.7666666666666667
frozen,0,2,1,20,3.0648674964904785,0.7666666666666667
frozen,0,2,1,21,3.063054084777832,0.7666666666666667
frozen,0,2,2,1,2.8210017681121826,0.5396825396825397
frozen,0,2,2,2,2.818880319595337,0.6031746031746031
frozen,0,2,2,3,2.8167619705200195,0.6031746031746031
frozen,0,2,2,4,2.8146462440490723,0.6507936507936508
frozen,0,2,2,5,2.812533378601074,0.6349206349206349
frozen,0,2,2,6,2.8104233741760254,0.6666666666666666
frozen,0,2,2,7,2.808316230773926,0.6666666666666666
frozen,0,2,2,8,2.8062117099761963,0.6825396825396826
frozen,0,2,2,9,2.804110527038574,0.7142857142857143
frozen,0,2,2,10,2.8020119667053223,0.7142857142857143
frozen,0,2,2,11,2.7999165058135986,0.7301587301587301
frozen,0,2,2,12,2.7978246212005615,0.746031746031746
frozen,0,2,2,13,2.7957351207733154,0.746031746031746
frozen,0,2,2,14,2.793649435043335,0.7619047619047619
frozen,0,2,2,15,2.7915661334991455,0.7619047619047619
frozen,0,2,2,16,2.7894864082336426,0.7619047619047619
frozen,0,2,2,17,2.787410259246826,0.7619047619047619
frozen,0,2,2,18,2.785336971282959,0.746031746031746
frozen,0,2,2,19,2.783267021179199,0.746031746031746
frozen,0,2,2,20,2.781200408935547,0.746031746031746
frozen,0,2,2,21,2.779137134552002,0.746031746031746
frozen,0,2,2,22,2.7770774364471436,0.746031746031746
frozen,0,2,2,23,2.7750208377838135,0.746031746031746
frozen,0,2,2,24,2.77296781539917,0.746031746031746
frozen,0,2,2,25,2.770918130874634,0.746031746031746
frozen,0,2,2,26,2.768872022628784,0.746031746031746
frozen,0,2,2,27,2.766829252243042,0.746031746031746
frozen,0,2,2,28,2.7647898197174072,0.746031746031746
frozen,0,2,2,29,2.762754201889038,0.746031746031746
adapted,0,2,0,1,2.784588575363159,0.7741935483870968
adapted,0,2,0,2,2.780564546585083,0.7903225806451613
adapted,0,2,0,3,2.7764735221862793,0.7903225806451613
adapted,0,2,0,4,2.772284984588623,0.7903225806451613
adapted,0,2,0,5,2.7679567337036133,0.8064516129032258
adapted,0,2,0,6,2.7634589672088623,0.8064516129032258
adapted,0,2,0,7,2.758758544921875,0.8064516129032258
adapted,0,2,0,8,2.7538225650787354,0.8064516129032258
adapted,0,2,0,9,2.748629331588745,0.7903225806451613
adapted,0,2,0,10,2.7431583404541016,0.7903225806451613
adapted,0,2,0,11,2.7373809814453125,0.7903225806451613
adapted,0,2,0,12,2.7312819957733154,0.8064516129032258
adapted,0,2,0,13,2.7248377799987793,0.8064516129032258
adapted,0,2,0,14,2.7180209159851074,0.8064516129032258
adapted,0,2,0,15,2.710819721221924,0.8064516129032258
adapted,0,2,0,16,2.7032203674316406,0.8064516129032258
adapted,0,2,0,17,2.6952085494995117,0.8064516129032258
adapted,0,2,0,18,2.686763286590576,0.8064516129032258
adapted,0,2,0,19,2.677868604660034,0.8064516129032258
adapted,0,2,0,20,2.6685187816619873,0.8064516129032258
adapted,0,2,1,1,3.099806308746338,0.5
adapted,0,2,1,2,3.095505475997925,0.7
adapted,0,2,1,3,3.091264247894287,0.8
adapted,0,2,1,4,3.0870361328125,0.8333333333333334
adapted,0,2,1,5,3.082778215408325,0.8
adapted,0,2,1,6,3.07844614982605,0.8333333333333334
adapted,0,2,1,7,3.074002742767334,0.8333333333333334
adapted,0,2,1,8,3.069413185119629,0.8333333333333334
adapted,0,2,1,9,3.064631700515747,0.8333333333333334
adapted,0,2,1,10,3.059619903564453,0.8
adapted,0,2,1,11,3.054351806640625,0.8
adapted,0,2,1,12,3.048781394958496,0.8
adapted,0,2,1,13,3.0428848266601562,0.8
adapted,0,2,1,14,3.036632537841797,0.8
adapted,0,2,1,15,3.029982805252075,0.8
adapted,0,2,1,16,3.0229132175445557,0.8333333333333334
adapted,0,2,1,17,3.0153939723968506,0.8333333333333334
adapted,0,2,1,18,3.0073893070220947,0.8333333333333334
adapted,0,2,1,19,2.998873710632324,0.8333333333333334
adapted,0,2,1,20,2.9898271560668945,0.8333333333333334
adapted,0,2,2,1,2.8210017681121826,0.6349206349206349
adapted,0,2,2,2,2.816105604171753,0.6666666666666666
adapted,0,2,2,3,2.811228036880493,0.6984126984126984
adapted,0,2,2,4,2.8063230514526367,0.7301587301587301
adapted,0,2,2,5,2.8013482093811035,0.7301587301587301
adapted,0,2,2,6,2.7962591648101807,0.746031746031746
adapted,0,2,2,7,2.791020393371582,0.7777777777777778
adapted,0,2,2,8,2.7855894565582275,0.7619047619047619
adapted,0,2,2,9,2.7799317836761475,0.7619047619047619
adapted,0,2,2,10,2.7740225791931152,0.7619047619047619
adapted,0,2,2,11,2.76782488822937,0.7619047619047619
adapted,0,2,2,12,2.7613041400909424,0.7619047619047619
